"cat","val","species","common_name"
"Pflanzenart:","Staude","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Wuchs Konkurrenz:","sehr stark","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Höhe:","30 - 70 cm","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"schnittverträglich:","ja","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Wurzelsystem:","Flachwurzler","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Blütenfarbe:"," violett","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Blühzeit:","jfmamjjasond","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Blütenform:","lippenförmig","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Bienen:","Bienenweide (2 Arten)","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Schmetterlinge:","Schmetterlingsweide","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Aussaat:","jfmamjjasond","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Keimer:","Lichtkeimer, Warmkeimer","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Pflanzen je ㎡:","9","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Anwendung im Beet:","Strukturpflanze","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Ordnung:","Lippenblütlerartige","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Familie:","Lippenblütler","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Gattung:","Salbei","Salvia-nemorosa","Steppensalbei,Hain-Salbei"
"Licht:","Sonne","Scabiosa-caucasica","Kaukasus-Skabiose"
"Boden:","durchlässig bis humus","Scabiosa-caucasica","Kaukasus-Skabiose"
"Wasser:","frisch","Scabiosa-caucasica","Kaukasus-Skabiose"
"Nährstoffe:","nährstoffreicher Boden","Scabiosa-caucasica","Kaukasus-Skabiose"
"PH-Wert:","basisch / kalk","Scabiosa-caucasica","Kaukasus-Skabiose"
"Pflanzenart:","Staude","Scabiosa-caucasica","Kaukasus-Skabiose"
"Wuchs:","horstig, aufrechte Blütenstiele","Scabiosa-caucasica","Kaukasus-Skabiose"
"Höhe:","30 - 40 cm","Scabiosa-caucasica","Kaukasus-Skabiose"
"Breite:","20 - 30 cm","Scabiosa-caucasica","Kaukasus-Skabiose"
"schnittverträglich:","ja","Scabiosa-caucasica","Kaukasus-Skabiose"
"Wurzelsystem:","Tiefwurzler","Scabiosa-caucasica","Kaukasus-Skabiose"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Scabiosa-caucasica","Kaukasus-Skabiose"
"Blütenfarbe:"," blau","Scabiosa-caucasica","Kaukasus-Skabiose"
"Blühzeit:","jfmamjjasond","Scabiosa-caucasica","Kaukasus-Skabiose"
"Blütenform:","einfach, tellerförmig","Scabiosa-caucasica","Kaukasus-Skabiose"
"Bienen:","Bienenweide","Scabiosa-caucasica","Kaukasus-Skabiose"
"Schmetterlinge:","Schmetterlingsweide","Scabiosa-caucasica","Kaukasus-Skabiose"
"Pflanzen je ㎡:","8","Scabiosa-caucasica","Kaukasus-Skabiose"
"Ordnung:","Kardenartige","Scabiosa-caucasica","Kaukasus-Skabiose"
"Familie:","Geißblattgewächse","Scabiosa-caucasica","Kaukasus-Skabiose"
"Gattung:","Skabiosen","Scabiosa-caucasica","Kaukasus-Skabiose"
"Licht:","Sonne bis Halbschatten","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Boden:","durchlässig bis normal","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Wasser:","frisch","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Nährstoffe:","normaler Boden","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Kübel/Balkon geeignet:","ja","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Dachbegrünung geeignet:","ja","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Pflanzenart:","Staude","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Wuchs:"," bodendeckend, flacher Wuchs","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Höhe:","10 - 20 cm","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Breite:","15 - 25 cm","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Wurzelsystem:","Flachwurzler","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Wurzelausläufer:","Ausläufer","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Dachbegrünung:","geeignet für Dachbegrünung","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Blütenfarbe:"," rosa","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Blühzeit:","jfmamjjasond","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Blütenform:","sternförmig, kronblättrig","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Bienen:","Bienenweide (1 Arten)","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Nektarwert:","3 von 4","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Pollenwert:","2 von 4","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Pflanzen je ㎡:","7","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Ordnung:","Steinbrechartige","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Familie:","Dickblattgewächse","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Gattung:","Fetthennen","Sedum-spurium","Kaukasus-Asienfetthenne,Teppich-Sedum, Phedimus spurius"
"Licht:","Sonne","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Boden:","durchlässig","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Wasser:","trocken","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Nährstoffe:","nährstoffreicher Boden","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Kübel/Balkon geeignet:","ja","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Pflanzenart:","Staude","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Wuchs:","aufrecht, horstbildend","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Wuchs Konkurrenz:","sehr stark","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Höhe:","25 - 50 cm","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Breite:","30 - 40 cm","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Wurzelsystem:","Flachwurzler","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Blütenfarbe:"," rosa","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Blühzeit:","jfmamjjasond","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Blütenform:","sternförmig, kronblättrig","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Nektarwert:","3 von 4","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Pollenwert:","2 von 4","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Aussaat:","jfmamjjasond","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Keimer:","Lichtkeimer, Kaltkeimer","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Pflanzen je ㎡:","7","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Anwendung im Beet:","Strukturpflanze","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Ordnung:","Steinbrechartige","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Familie:","Dickblattgewächse","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Gattung:","Fetthennen","Sedum-telephium","Purpur-Fetthenne,Große Fetthenne, Hylotelephium telephium"
"Licht:","Sonne","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Boden:","durchlässig","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Wasser:","frisch bis trocken","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Nährstoffe:","nährstoffarmer Boden","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Kübel/Balkon geeignet:","ja","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Pflanzenart:","Staude","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Höhe:","10 - 40 cm","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Breite:","25 - 60 cm","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Wurzelsystem:","Flachwurzler","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Blütenfarbe:"," violett","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Blühzeit:","jfmamjjasond","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Blütenform:","zweilippig, kronröhrig","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Bienen:","Bienenweide (2 Arten)","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Pflanzen je ㎡:","7","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Ordnung:","Lippenblütlerartige","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Familie:","Lippenblütler","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Gattung:","Zieste","Stachys-byzantina","Woll-Ziest,Wolliger Ziest"
"Licht:","Sonne bis Schatten","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Boden:","lehmig","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Wasser:","feucht bis frisch","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Nährstoffe:","nährstoffreicher Boden","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Pflanzenart:","Staude","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Wuchs:","versamend","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Wuchs Konkurrenz:","stark","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Höhe:","70 - 150 cm","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Breite:","40 - 50 cm","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Wurzelsystem:","Flachwurzler","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Blütenfarbe:"," violett","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Blühzeit:","jfmamjjasond","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Blütenform:","klein, unscheinbar","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Schmetterlinge:","Schmetterlingsweide (8 Arten)","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Raupenfutterpflanze:","8 Arten","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Pollenwert:","2 von 4","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Säugetiere:","8 fressende Arten","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Pflanzen je ㎡:","4","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Jahreszeitlich Aspekte:","Herbstfärbung","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Ordnung:","Hahnenfußartige","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Familie:","Hahnenfußgewächse","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Gattung:","Wiesenrauten","Thalictrum-aquilegifolium","Akeleiblättrige Wiesenraute"
"Licht:","Sonne bis Schatten","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Boden:","durchlässig bis humus","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Wasser:","frisch","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Nährstoffe:","normaler Boden","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Pflanzenart:","Staude","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Höhe:","15 - 20 cm","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Wurzelsystem:","Flachwurzler","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Wurzelausläufer:","Ausläufer","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Ordnung:","Steinbrechartige","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Familie:","Steinbrechgewächse","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Gattung:","Schaumblüten","Tiarella-cordifolia","Herzblättrige Schaumblüte"
"Licht:","Sonne bis Halbschatten","Trollius-chinensis","Chinesische Trollblume"
"Boden:","durchlässig bis humus","Trollius-chinensis","Chinesische Trollblume"
"Wasser:","feucht bis frisch","Trollius-chinensis","Chinesische Trollblume"
"Nährstoffe:","nährstoffreicher Boden","Trollius-chinensis","Chinesische Trollblume"
"Pflanzenart:","Staude","Trollius-chinensis","Chinesische Trollblume"
"Wuchs:","aufrecht, horstig","Trollius-chinensis","Chinesische Trollblume"
"Höhe:","50 - 80 cm","Trollius-chinensis","Chinesische Trollblume"
"Breite:","20 - 30 cm","Trollius-chinensis","Chinesische Trollblume"
"schnittverträglich:","ja","Trollius-chinensis","Chinesische Trollblume"
"Wurzelsystem:","Flachwurzler","Trollius-chinensis","Chinesische Trollblume"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Trollius-chinensis","Chinesische Trollblume"
"Blütenfarbe:"," gelb","Trollius-chinensis","Chinesische Trollblume"
"Blühzeit:","jfmamjjasond","Trollius-chinensis","Chinesische Trollblume"
"Blütenform:","schalenförmig, einfach","Trollius-chinensis","Chinesische Trollblume"
"Pflanzen je ㎡:","8","Trollius-chinensis","Chinesische Trollblume"
"Ordnung:","Hahnenfußartige","Trollius-chinensis","Chinesische Trollblume"
"Familie:","Hahnenfußgewächse","Trollius-chinensis","Chinesische Trollblume"
"Gattung:","Trollblumen","Trollius-chinensis","Chinesische Trollblume"
"Licht:","Halbschatten bis Schatten","Vinca-minor","Kleines Immergrün"
"Boden:","durchlässig bis humus","Vinca-minor","Kleines Immergrün"
"Wasser:","frisch bis trocken","Vinca-minor","Kleines Immergrün"
"Nährstoffe:","normaler bis nährstoffreicher Boden","Vinca-minor","Kleines Immergrün"
"Kübel/Balkon geeignet:","ja","Vinca-minor","Kleines Immergrün"
"Pflanzenart:","Halbstrauch","Vinca-minor","Kleines Immergrün"
"Wuchs:","bodendeckend","Vinca-minor","Kleines Immergrün"
"Höhe:","10 - 20 cm","Vinca-minor","Kleines Immergrün"
"Breite:","30 - 50 cm","Vinca-minor","Kleines Immergrün"
"Zuwachs:","5 - 10 cm/Jahr","Vinca-minor","Kleines Immergrün"
"schnittverträglich:","ja","Vinca-minor","Kleines Immergrün"
"Wurzelsystem:","Flachwurzler","Vinca-minor","Kleines Immergrün"
"Wurzelausläufer:","Ausläufer","Vinca-minor","Kleines Immergrün"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Vinca-minor","Kleines Immergrün"
"Blütenfarbe:"," blau","Vinca-minor","Kleines Immergrün"
"Blühzeit:","jfmamjjasond","Vinca-minor","Kleines Immergrün"
"Blütenform:","kronröhrig, radiärsymmetrisch","Vinca-minor","Kleines Immergrün"
"Bienen:","Bienenweide","Vinca-minor","Kleines Immergrün"
"Pflanzen je ㎡:","8","Vinca-minor","Kleines Immergrün"
"Ordnung:","Enzianartige","Vinca-minor","Kleines Immergrün"
"Familie:","Hundsgiftgewächse","Vinca-minor","Kleines Immergrün"
"Gattung:","Immergrün","Vinca-minor","Kleines Immergrün"
"Licht:","Halbschatten bis Schatten","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Boden:","durchlässig bis humus","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Wasser:","feucht bis frisch","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Nährstoffe:","nährstoffreicher Boden","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"PH-Wert:","sauer","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Pflanzenart:","Staude","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Wuchs:","kissenartig, horstig","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Höhe:","20 - 30 cm","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Breite:","25 - 30 cm","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Wurzelsystem:","Flachwurzler","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Blütenfarbe:"," gelb","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Blühzeit:","jfmamjjasond","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Blütenform:"," einfach, schalenförmig","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Bienen:","Bienenweide","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Pflanzen je ㎡:","11","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Ordnung:","Rosenartige","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Familie:","Rosengewächse","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Gattung:","Waldsteinien","Waldsteinia-geoides","Gelapptblättrige Waldsteinie, Nelkenwurzähnliche Waldsteinie"
"Licht:","Sonne","Yucca-filamentosa","Fädige Palmlilie"
"Boden:","durchlässig","Yucca-filamentosa","Fädige Palmlilie"
"Wasser:","trocken","Yucca-filamentosa","Fädige Palmlilie"
"Nährstoffe:","normaler Boden","Yucca-filamentosa","Fädige Palmlilie"
"PH-Wert:","basisch / kalk","Yucca-filamentosa","Fädige Palmlilie"
"Kübel/Balkon geeignet:","ja","Yucca-filamentosa","Fädige Palmlilie"
"Pflanzenart:","Staude","Yucca-filamentosa","Fädige Palmlilie"
"Wuchs:","aufrechte Blütenstände, bogige Blätter, horstig","Yucca-filamentosa","Fädige Palmlilie"
"Höhe:","50 - 200 cm","Yucca-filamentosa","Fädige Palmlilie"
"Breite:","60 - 80 cm","Yucca-filamentosa","Fädige Palmlilie"
"Wurzelsystem:","Pfahlwurzler","Yucca-filamentosa","Fädige Palmlilie"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Yucca-filamentosa","Fädige Palmlilie"
"Blütenfarbe:"," weiß","Yucca-filamentosa","Fädige Palmlilie"
"Blühzeit:","jfmamjjasond","Yucca-filamentosa","Fädige Palmlilie"
"Blütenform:","rispenförmig","Yucca-filamentosa","Fädige Palmlilie"
"Pflanzen je ㎡:","2","Yucca-filamentosa","Fädige Palmlilie"
"Ordnung:","Spargelartige","Yucca-filamentosa","Fädige Palmlilie"
"Familie:","Spargelgewächse","Yucca-filamentosa","Fädige Palmlilie"
"Gattung:","Palmlilien","Yucca-filamentosa","Fädige Palmlilie"
"Licht:","Sonne bis Halbschatten","Abies-concolor","Colorado-Tanne,Grautanne"
"Boden:","durchlässig bis humus","Abies-concolor","Colorado-Tanne,Grautanne"
"Wasser:","frisch bis trocken","Abies-concolor","Colorado-Tanne,Grautanne"
"Nährstoffe:","normaler Boden","Abies-concolor","Colorado-Tanne,Grautanne"
"Pflanzenart:","Gehölz","Abies-concolor","Colorado-Tanne,Grautanne"
"Wuchs:","schmaler, pyramidaler","Abies-concolor","Colorado-Tanne,Grautanne"
"Höhe:","20 - 25 m","Abies-concolor","Colorado-Tanne,Grautanne"
"Breite:","6 - 8,5 m","Abies-concolor","Colorado-Tanne,Grautanne"
"Zuwachs:","30 - 60 cm/Jahr","Abies-concolor","Colorado-Tanne,Grautanne"
"Wurzelsystem:","Herzwurzler","Abies-concolor","Colorado-Tanne,Grautanne"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Abies-concolor","Colorado-Tanne,Grautanne"
"Blütenfarbe:"," rot","Abies-concolor","Colorado-Tanne,Grautanne"
"Blühzeit:","jfmamjjasond","Abies-concolor","Colorado-Tanne,Grautanne"
"Blütenform:","Zapfen","Abies-concolor","Colorado-Tanne,Grautanne"
"Ordnung:","Koniferen","Abies-concolor","Colorado-Tanne,Grautanne"
"Familie:","Kieferngewächse","Abies-concolor","Colorado-Tanne,Grautanne"
"Gattung:","Tannen","Abies-concolor","Colorado-Tanne,Grautanne"
"Licht:","Sonne bis Halbschatten","Abies-koreana","Korea-Tanne"
"Boden:","durchlässig bis normal","Abies-koreana","Korea-Tanne"
"Wasser:","feucht bis frisch","Abies-koreana","Korea-Tanne"
"Nährstoffe:","nährstoffreicher Boden","Abies-koreana","Korea-Tanne"
"Pflanzenart:","Gehölz","Abies-koreana","Korea-Tanne"
"Wuchs:","breit kegelartig","Abies-koreana","Korea-Tanne"
"Höhe:","4 - 7 m","Abies-koreana","Korea-Tanne"
