"fed_state","species_cleaned","species_naturadb","rl_cat","naturadb_common_name","Bienen","Blütenfarbe","Boden","Dachbegrünung geeignet","Familie","Frostverträglich","Gattung","Höhe","Kübel/Balkon geeignet","Licht","Nährstoffe","PH-Wert","Säugetiere","Schmetterlinge","Vögel","Wasser"
"Rheinland-Pfalz","Alyssum montanum ssp. montanum","alyssum-montanum","G","Berg-Steinkraut,Steinkresse, Steinrich","Bienenweide (7 Arten)","gelb","durchlässig","ja","Kreuzblütlergewächse","bis -23 °C (bis Klimazone 6)","Steinkräuter","5 - 20 cm","ja","Sonne bis Schatten","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Rheinland-Pfalz","Anarrhinum bellidifolium","anarrhinum-bellidifolium","2","Lochschlund","Bienenweide","blau","durchlässig bis normal",NA,"Braunwurzgewächse",NA,"Anarrhinum","40 - 80 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"frisch"
"Rheinland-Pfalz","Andromeda polifolia","andromeda-polifolia","2","Polei-Gränke,Lavendelheide, Rosmarinheide",NA,"weiß","normal bis humus",NA,"Heidekrautgewächse",NA,"Andromeda","15 - 40 cm","ja","Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"frisch"
"Rheinland-Pfalz","Anemone sylvestris","anemone-sylvestris","3","Großes Windröschen","Bienenweide","weiß",NA,NA,"Hahnenfußgewächse","bis -34 °C (bis Klimazone 4)","Windröschen","15 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"frisch bis trocken"
"Rheinland-Pfalz","Antennaria dioica","antennaria-dioica","2","Gewöhnliche Katzenpfötchen","Bienenweide","weiß","durchlässig","ja","Korbblütler","bis -28 °C (bis Klimazone 5)","Katzenpfötchen","5 - 15 cm","ja","Sonne","nährstoffarmer Boden","sauer",NA,NA,NA,"trocken"
"Rheinland-Pfalz","Antirrhinum orontium","antirrhinum-orontium","3","Acker-Löwenmaul",NA,"rosa","durchlässig",NA,"Wegerichgewächse",NA,"Löwenmäuler","10 - 35 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"frisch bis trocken"
"Rheinland-Pfalz","Apium graveolens","apium-graveolens","0","Sellerie",NA,"weiß","humus",NA,"Doldenblütler",NA,"Sellerie","30 - 40 cm",NA,"Sonne","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch"
"Rheinland-Pfalz","Apium nodiflorum","apium-nodiflorum","3","Knotenblütiger Sellerie,Sumpfschirm",NA,"weiß","humus",NA,"Doldenblütler",NA,"Sellerie","30 - 80 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Rheinland-Pfalz","Arabis hirsuta ssp. gerardii","arabis-hirsuta","2","Behaarte Gänsekresse,Rauhaarige Gänsekresse",NA,"weiß","durchlässig bis normal",NA,"Kreuzblütlergewächse",NA,"Gänsekresse","10 - 80 cm",NA,"Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (4 Arten)",NA,"trocken"
"Rheinland-Pfalz","Arctostaphylos uva-ursi","arctostaphylos-uva-ursi","0","Echte Bärentraube",NA,"weiß","durchlässig bis humus",NA,"Heidekrautgewächse","bis -40 °C (bis Klimazone 3)","Bärentrauben","10 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,"2 fressende Arten","Schmetterlingsweide (2 Arten)","Vogelnährgehölz (2 Arten)","trocken"
"Rheinland-Pfalz","Armeria arenaria","armeria-arenaria","0","Wegerich-Grasnelke","Bienenweide","rosa","lehmig",NA,"Bleiwurzgewächse",NA,"Grasnelken","10 - 25 cm","ja","Sonne",NA,"sauer",NA,NA,NA,"trocken"
"Rheinland-Pfalz","Armeria maritima","armeria-maritima","0","Strand-Grasnelke","Bienenweide","pink","durchlässig","ja","Bleiwurzgewächse","bis -28 °C (bis Klimazone 5)","Grasnelken","5 - 20 cm","ja","Sonne","normaler Boden",NA,"2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Armeria maritima ssp. elongata","armeria-maritima","0","Strand-Grasnelke","Bienenweide","pink","durchlässig","ja","Bleiwurzgewächse","bis -28 °C (bis Klimazone 5)","Grasnelken","5 - 20 cm","ja","Sonne","normaler Boden",NA,"2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Arnica montana","arnica-montana","3","Echte Arnika","Bienenweide","gelb","durchlässig bis lehmig",NA,"Korbblütler","bis -23 °C (bis Klimazone 6)","Arnika","20 - 50 cm",NA,"Sonne","nährstoffarmer Boden","sauer","1 fressende Arten","Schmetterlingsweide (5 Arten)",NA,"feucht bis frisch"
"Rheinland-Pfalz","Asperula tinctoria","asperula-tinctoria","2","Färber-Meier","Bienenweide","weiß","durchlässig bis humus",NA,"Rubiaceae","bis -34 °C (bis Klimazone 4)","Meier","20 - 70 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Aster amellus","aster-amellus","3","Berg-Aster,Kalk-Aster","Bienenweide (1 Arten)","lila","durchlässig",NA,"Korbblütler","bis -28 °C (bis Klimazone 5)","Astern","20 - 50 cm","ja, Kübelgröße mittel","Sonne","normaler Boden",NA,"2 fressende Arten","Schmetterlingsweide (4 Arten)",NA,"trocken"
"Rheinland-Pfalz","Astragalus cicer","astragalus-cicer","2","Kicher-Tragant","Bienenweide","gelb","durchlässig bis humus",NA,"Hülsenfrüchtler","bis -34 °C (bis Klimazone 4)","Tragant","20 - 90 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide",NA,"frisch bis trocken"
"Rheinland-Pfalz","Bupleurum rotundifolium","bupleurum-rotundifolium","0","Rundblättriges Hasenohr,Acker-Hasenohr, Durchwachskraut, Durchwachs-Hasenohr",NA,"gelb","durchlässig",NA,"Doldenblütler","bis -23 °C (bis Klimazone 6)","Hasenohren","15 - 50 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"frisch bis trocken"
"Rheinland-Pfalz","Calamagrostis pseudophragmites","calamagrostis-pseudophragmites","3","Ufer-Reitgras",NA,"grün","durchlässig",NA,"Süßgräser",NA,"Reitgräser","80 - 120 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Rheinland-Pfalz","Calendula arvensis","calendula-arvensis","2","Acker-Ringelblume","Bienenweide","gelb","durchlässig bis humus",NA,"Korbblütler",NA,"Ringelblumen","10 - 20 cm","ja, Kübelgröße mittel","Sonne","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Calla palustris","calla-palustris","3","Sumpfkalla,Drachenwurz",NA,"weiß","lehmig",NA,"Aronstabgewächse","bis -34 °C (bis Klimazone 4)","Calla","15 - 50 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Rheinland-Pfalz","Campanula cervicaria","campanula-cervicaria","1","Borstige Glockenblume","Bienenweide (3 Arten)","blau","durchlässig bis lehmig",NA,"Glockenblumengewächse","bis -28 °C (bis Klimazone 5)","Glockenblumen","40 - 80 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide",NA,"feucht bis frisch"
"Rheinland-Pfalz","Carex alba","carex-alba","1","Weiße Segge",NA,"grün","durchlässig",NA,"Sauergrasgewächse","bis -28 °C (bis Klimazone 5)","Seggen","10 - 20 cm","ja","Sonne bis Schatten","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (3 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Carex davalliana","carex-davalliana","2","Davalls Segge,Torf-Segge",NA,"braun","durchlässig bis humus",NA,"Sauergrasgewächse","bis -34 °C (bis Klimazone 4)","Seggen","30 - 40 cm",NA,"Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,NA,NA,"feucht bis frisch"
"Rheinland-Pfalz","Carex diandra","carex-diandra","2","Draht-Segge",NA,"braun","durchlässig",NA,"Sauergrasgewächse",NA,"Seggen","20 - 60 cm",NA,"Sonne bis Halbschatten",NA,"sauer",NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Rheinland-Pfalz","Carex ericetorum","carex-ericetorum","3","Heide-Segge",NA,"gelb","durchlässig",NA,"Sauergrasgewächse",NA,"Seggen","10 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","sauer",NA,NA,NA,"trocken"
"Rheinland-Pfalz","Carex pseudocyperus","carex-pseudocyperus","3","Scheinzypergras-Segge",NA,"grün","lehmig",NA,"Sauergrasgewächse","bis -12 °C (bis Klimazone 8)","Seggen","40 - 90 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden","sauer",NA,NA,NA,"feucht"
"Rheinland-Pfalz","Centaurea stoebe","centaurea-stoebe","G","Rispen-Flockenblume","Bienenweide (31 Arten)","pink","durchlässig bis lehmig","ja","Korbblütler",NA,"Flockenblumen","30 - 120 cm","ja, Kübelgröße mittel","Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"frisch bis trocken"
"Rheinland-Pfalz","Ceratophyllum submersum","ceratophyllum-submersum","2","Zartes Hornblatt",NA,NA,NA,NA,"Hornblattgewächse",NA,"Hornblatt",NA,NA,"",NA,NA,NA,NA,NA,"Wasserpflanze"
"Rheinland-Pfalz","Chenopodium bonus-henricus","chenopodium-bonus-henricus","3","Guter Heinrich",NA,"grün","durchlässig bis lehmig",NA,"Fuchsschwanzgewächse","bis -28 °C (bis Klimazone 5)","Blitum","20 - 60 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"frisch"
"Rheinland-Pfalz","Cicuta virosa","cicuta-virosa","3","Wasserschierling,Gift-Wasserschierling",NA,"weiß","humus",NA,"Doldenblütler",NA,"Wasserschierlinge","50 - 150 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Rheinland-Pfalz","Cirsium eriophorum","cirsium-eriophorum","3","Wollkopf-Kratzdistel","Bienenweide (1 Arten)","pink","lehmig",NA,"Korbblütler","bis -28 °C (bis Klimazone 5)","Kratzdisteln","50 - 150 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Cirsium tuberosum","cirsium-tuberosum","3","Knollen-Kratzdistel",NA,"violett","durchlässig bis humus",NA,"Korbblütler",NA,"Kratzdisteln","40 - 100 cm",NA,"Sonne bis Halbschatten",NA,"basisch / kalk","1 fressende Arten","Schmetterlingsweide (6 Arten)",NA,"feucht"
"Rheinland-Pfalz","Cladium mariscus","cladium-mariscus","2","Binsen-Schneide",NA,"braun","lehmig",NA,"Sauergrasgewächse","bis -40 °C (bis Klimazone 3)","Schneiden","80 - 200 cm",NA,"Sonne","normaler Boden","sauer",NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Rheinland-Pfalz","Consolida regalis","consolida-regalis","2","Gewöhnlicher Feldrittersporn,Ackerrittersporn","Bienenweide (2 Arten)","blau","durchlässig bis lehmig",NA,"Hahnenfußgewächse",NA,"Feldrittersporne","20 - 40 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk","3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Coronilla coronata","coronilla-coronata","0","Berg-Kronwicke",NA,"gelb","durchlässig",NA,"Hülsenfrüchtler","bis -23 °C (bis Klimazone 6)","Kronwicken","30 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffarmer bis normaler Boden",NA,"4 fressende Arten","Schmetterlingsweide (4 Arten)",NA,"trocken"
"Rheinland-Pfalz","Coronilla vaginalis","coronilla-vaginalis","2","Scheiden-Kronwicke",NA,"gelb","durchlässig",NA,"Hülsenfrüchtler",NA,"Kronwicken","5 - 25 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"trocken"
"Rheinland-Pfalz","Corydalis intermedia","corydalis-intermedia","G","Mittlerer Lerchensporn",NA,"pink","lehmig",NA,"Mohngewächse",NA,"Lerchensporne","7 - 20 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Rheinland-Pfalz","Corynephorus canescens","corynephorus-canescens","3","Gewöhnliches Silbergras",NA,"violett","durchlässig",NA,"Süßgräser","bis -28 °C (bis Klimazone 5)","Corynephorus","15 - 30 cm",NA,"Sonne","nährstoffarmer Boden",NA,"8 fressende Arten","Schmetterlingsweide (8 Arten)",NA,"trocken"
"Rheinland-Pfalz","Dactylorhiza incarnata","dactylorhiza-incarnata","2","Steifblättrige Fingerwurz,Fleischfarbenes Knabenkraut",NA,"rosa","durchlässig bis lehmig",NA,"Orchideen",NA,"Knabenkräuter","20 - 60 cm",NA,"",NA,NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Rheinland-Pfalz","Dactylorhiza incarnata ssp. incarnata","dactylorhiza-incarnata","2","Steifblättrige Fingerwurz,Fleischfarbenes Knabenkraut",NA,"rosa","durchlässig bis lehmig",NA,"Orchideen",NA,"Knabenkräuter","20 - 60 cm",NA,"",NA,NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Rheinland-Pfalz","Daphne cneorum","daphne-cneorum","1","Rosmarin-Seidelbast",NA,"rosa","durchlässig bis normal",NA,"Seidelbastgewächse","bis -28 °C (bis Klimazone 5)","Seidelbast","30 - 40 cm","ja","Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Dianthus gratianopolitanus","dianthus-gratianopolitanus","3","Pfingst-Nelke,Grenobler Nelke","Bienenweide","rosa","durchlässig","ja","Nelkengewächse","bis -40 °C (bis Klimazone 3)","Nelken","10 - 30 cm","ja","Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (4 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Dianthus superbus","dianthus-superbus","2","Pracht-Nelke","Bienenweide","pink","durchlässig bis lehmig",NA,"Nelkengewächse","bis -34 °C (bis Klimazone 4)","Nelken","20 - 50 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"feucht bis trocken"
"Rheinland-Pfalz","Dianthus superbus ssp. autumnalis","dianthus-superbus","2","Pracht-Nelke","Bienenweide","pink","durchlässig bis lehmig",NA,"Nelkengewächse","bis -34 °C (bis Klimazone 4)","Nelken","20 - 50 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"feucht bis trocken"
"Rheinland-Pfalz","Dianthus superbus ssp. superbus","dianthus-superbus","2","Pracht-Nelke","Bienenweide","pink","durchlässig bis lehmig",NA,"Nelkengewächse","bis -34 °C (bis Klimazone 4)","Nelken","20 - 50 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"feucht bis trocken"
"Rheinland-Pfalz","Dianthus superbus ssp. sylvestris","dianthus-superbus","2","Pracht-Nelke","Bienenweide","pink","durchlässig bis lehmig",NA,"Nelkengewächse","bis -34 °C (bis Klimazone 4)","Nelken","20 - 50 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"feucht bis trocken"
"Rheinland-Pfalz","Dryopteris cristata","dryopteris-cristata","1","Kammfarn",NA,NA,"humus",NA,"Wurmfarngewächse","bis -34 °C (bis Klimazone 4)","Wurmfarne","30 - 80 cm",NA,"Sonne bis Schatten",NA,NA,NA,NA,NA,"feucht"
"Rheinland-Pfalz","Eleocharis acicularis","eleocharis-acicularis","3","Nadel-Sumpfbinse",NA,"braun","humus",NA,"Sauergrasgewächse","bis -28 °C (bis Klimazone 5)","Sumpfbinsen","2 - 10 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"feucht"
"Rheinland-Pfalz","Elymus repens ssp. arenosus","elymus-repens","G","Gewöhnliche Quecke",NA,"grün","lehmig",NA,"Süßgräser",NA,"Quecken","50 - 150 cm",NA,"Sonne",NA,NA,NA,"Schmetterlingsweide (21 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Elymus repens ssp. maritimum","elymus-repens","G","Gewöhnliche Quecke",NA,"grün","lehmig",NA,"Süßgräser",NA,"Quecken","50 - 150 cm",NA,"Sonne",NA,NA,NA,"Schmetterlingsweide (21 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Equisetum variegatum","equisetum-variegatum","0","Bunter Schachtelhalm",NA,"braun","durchlässig bis lehmig",NA,"Schachtelhalmgewächse","bis -45,5 °C (bis Klimazone 2)","Schachtelhalme","10 - 20 cm",NA,"Sonne bis Halbschatten",NA,NA,NA,NA,NA,"feucht"
"Rheinland-Pfalz","Erica tetralix","erica-tetralix","3","Moor-Glockenheide","Bienenweide (3 Arten)","weiß","humus",NA,"Heidekrautgewächse",NA,"Heidekräuter","15 - 20 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden","sauer",NA,"Schmetterlingsweide (13 Arten)",NA,"feucht"
"Rheinland-Pfalz","Eriophorum latifolium","eriophorum-latifolium","2","Breitblättriges Wollgras",NA,"weiß","durchlässig bis normal",NA,"Sauergrasgewächse","bis -34 °C (bis Klimazone 4)","Wollgräser","30 - 60 cm",NA,"Sonne bis Halbschatten",NA,"basisch / kalk","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Rheinland-Pfalz","Eriophorum vaginatum","eriophorum-vaginatum","3","Scheidiges Wollgras",NA,"weiß","durchlässig bis humus",NA,"Sauergrasgewächse","bis -34 °C (bis Klimazone 4)","Wollgräser","20 - 60 cm",NA,"Sonne","nährstoffarmer Boden","sauer","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Rheinland-Pfalz","Euphorbia palustris","euphorbia-palustris","3","Sumpf-Wolfsmilch",NA,"gelb","lehmig",NA,"Wolfsmilchgewächse","bis -28 °C (bis Klimazone 5)","Wolfsmilch","80 - 100 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Rheinland-Pfalz","Euphorbia seguieriana","euphorbia-seguieriana","3","Steppen-Wolfsmilch",NA,"gelb","durchlässig bis humus",NA,"Wolfsmilchgewächse","bis -28 °C (bis Klimazone 5)","Wolfsmilch","30 - 80 cm","ja, Kübelgröße mittel","Sonne","normaler Boden","basisch / kalk","2 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Fagopyrum tataricum","fagopyrum-tataricum","2","Tatarischer Buchweizen,Falscher Buchweizen ",NA,"weiß",NA,NA,"Knöterichgewächse",NA,"Buchweizen",NA,NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,""
"Rheinland-Pfalz","Festuca valesiaca","festuca-valesiaca","2","Walliser Schwingel",NA,"gelb","durchlässig bis normal",NA,"Süßgräser","bis -17 °C (bis Klimazone 7)","Schwingel","20 - 70 cm",NA,"Sonne","normaler Boden",NA,NA,NA,NA,"frisch bis trocken"
"Rheinland-Pfalz","Filipendula vulgaris","filipendula-vulgaris","3","Kleines Mädesüß,Knollen-Rüsterstaude, Knolliger Geißbart",NA,"weiß","durchlässig bis normal",NA,"Rosengewächse","bis -40 °C (bis Klimazone 3)","Mädesüß","30 - 80 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis trocken"
"Rheinland-Pfalz","Fritillaria meleagris","fritillaria-meleagris","0","Schachbrettblume,Perlhuhn-Schachbrettblume","Bienenweide (2 Arten)","pink","durchlässig bis lehmig",NA,"Liliengewächse","bis -34 °C (bis Klimazone 4)","Fritillaria","20 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Rheinland-Pfalz","Fumana procumbens","fumana-procumbens","2","Gewöhnliches Nadelröschen",NA,"gelb","durchlässig bis humus",NA,"Zistrosengewächse",NA,"Fumana","5 - 20 cm","ja","Sonne","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Rheinland-Pfalz","Galium boreale","galium-boreale","3","Nordisches Labkraut",NA,"weiß","durchlässig bis lehmig",NA,"Rötegewächse","bis -45,5 °C (bis Klimazone 2)","Labkräuter","30 - 50 cm",NA,"Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,NA,NA,"feucht bis frisch"
"Rheinland-Pfalz","Genista anglica","genista-anglica","3","Englischer Ginster","Bienenweide (2 Arten)","gelb","durchlässig bis humus",NA,"Hülsenfrüchtler",NA,"Ginster","30 - 40 cm",NA,"Sonne","nährstoffreicher Boden","sauer",NA,"Schmetterlingsweide (3 Arten)",NA,"frisch"
"Rheinland-Pfalz","Gentiana cruciata","gentiana-cruciata","1","Kreuz-Enzian,Gentiana cruciata subsp. cruciata","Bienenweide","blau","durchlässig bis humus",NA,"Enziangewächse","bis -28 °C (bis Klimazone 5)","Enziane","15 - 50 cm",NA,"Sonne","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Gentiana pneumonanthe","gentiana-pneumonanthe","2","Lungen-Enzian","Bienenweide","blau","durchlässig bis humus",NA,"Enziangewächse","bis -34 °C (bis Klimazone 4)","Enziane","15 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","sauer","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Rheinland-Pfalz","Gentianella germanica","gentianella-germanica","3","Deutscher Kranzenzian,Deutscher Fransenenzian",NA,"violett","lehmig",NA,"Enziangewächse","bis -28 °C (bis Klimazone 5)","Enziane","5 - 30 cm",NA,"Sonne","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Rheinland-Pfalz","Gladiolus palustris","gladiolus-palustris","0","Sumpf-Siegwurz,Sumpf-Gladiole",NA,"pink","durchlässig bis humus",NA,"Schwertliliengewächse","bis -23 °C (bis Klimazone 6)","Gladiolen","30 - 60 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden","basisch / kalk",NA,NA,NA,"feucht bis frisch"
"Rheinland-Pfalz","Globularia punctata","globularia-punctata","2","Echte Kugelblume",NA,"blau","durchlässig bis normal",NA,"Wegerichgewächse","bis -28 °C (bis Klimazone 5)","Kugelblumen","20 - 30 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"frisch"
"Rheinland-Pfalz","Gratiola officinalis","gratiola-officinalis","1","Gottes-Gnadenkraut,Sumpfgnadenkraut","Bienenweide","weiß","lehmig",NA,"Wegerichgewächse","bis -17 °C (bis Klimazone 7)","Gnadenkräuter","30 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Rheinland-Pfalz","Gypsophila fastigiata","gypsophila-fastigiata","2","Ebensträußiges Gipskraut",NA,"weiß","durchlässig",NA,"Nelkengewächse","bis -28 °C (bis Klimazone 5)","Gipskräuter","20 - 50 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Rheinland-Pfalz","Gypsophila muralis","gypsophila-muralis","3","Mauer-Gipskraut,Acker-Gipskraut",NA,"rosa","durchlässig bis normal",NA,"Nelkengewächse",NA,"Gipskräuter","15 - 20 cm","ja","Sonne","nährstoffreicher Boden",NA,NA,NA,NA,""
"Rheinland-Pfalz","Helianthemum apenninum","helianthemum-apenninum","2","Apenninen-Sonnenröschen","Bienenweide (2 Arten)","rosa","durchlässig",NA,"Zistrosengewächse","bis -17 °C (bis Klimazone 7)","Sonnenröschen","10 - 30 cm","ja","Sonne","normaler Boden",NA,"2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"trocken"
