Bundesland,Wissenschaftlicher Name,Deutscher Name,Familie,Gefährdung,Licht,Wasser,Nährstoffe,PH-Wert,Boden,Frostverträglich,Maximale Höhe,Blütenfarbe,Bienen,Schmetterlinge,Vögel,Säugetiere,Dachbegrünung,Balkon,h_binned
Rheinland-Pfalz,Sagittaria sagittifolia,"Gewöhnliches Pfeilkraut,Pfeilblatt",Froschlöffelgewächse,3,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,NA,120,weiß,NA,NA,NA,NA,NA,ja,100+ cm
Rheinland-Pfalz,Salix daphnoides,Reif-Weide,Weidengewächse,0,Sonne bis Halbschatten,frisch,normaler Boden,NA,durchlässig bis normal,bis -34 °C (bis Klimazone 4),800,gelb,NA,Schmetterlingsweide (3 Arten),NA,3 fressende Arten,NA,NA,100+ cm
Rheinland-Pfalz,Salix nigricans,Schwarz-Weide,Weidengewächse,0,Sonne,frisch,normaler Boden,NA,humus,NA,400,gelb,Bienenweide (1 Arten),NA,NA,NA,NA,NA,100+ cm
Rheinland-Pfalz,Salix repens,Kriech-Weide,Weidengewächse,3,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig,NA,100,gelb,Bienenweide (9 Arten),Schmetterlingsweide (4 Arten),Vogelnährgehölz,16 fressende Arten,NA,ja,60-100 cm
Rheinland-Pfalz,Saxifraga paniculata,"Rispen-Steinbrech,Trauben-Steinbrech, Immergrüner Steinbrech",Steinbrechgewächse,3,Sonne,frisch bis trocken,normaler Boden,NA,durchlässig bis normal,"bis -45,5 °C (bis Klimazone 2)",30,weiß,NA,NA,NA,NA,NA,ja,0-40 cm
Rheinland-Pfalz,Scabiosa canescens,Duft-Skabiose,Geißblattgewächse,2,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -23 °C (bis Klimazone 6),50,blau,Bienenweide (3 Arten),Schmetterlingsweide,NA,NA,NA,NA,40-60 cm
Rheinland-Pfalz,Scandix pecten-veneris,"Venuskamm,Nadelkerbel",Doldenblütler,1,NA,frisch bis trocken,normaler Boden,NA,durchlässig bis lehmig,NA,30,weiß,NA,NA,NA,NA,NA,NA,0-40 cm
Rheinland-Pfalz,Schoenoplectus tabernaemontani,"Salz-Teichbinse,Graue Seebinse",Sauergrasgewächse,3,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,100+ cm
Rheinland-Pfalz,Schoenus nigricans,"Schwarzes Kopfried,Kopfbinse",Sauergrasgewächse,2,Sonne bis Halbschatten,feucht,nährstoffarmer Boden,basisch / kalk,lehmig,NA,50,braun,NA,NA,NA,NA,NA,NA,40-60 cm
Rheinland-Pfalz,Scorzonera hispanica,"Garten-Schwarzwurzel,Spanische Schwarzwurzel",Korbblütler,1,NA,trocken,normaler Boden,NA,durchlässig bis humus,NA,100,gelb,NA,NA,NA,NA,NA,NA,60-100 cm
Rheinland-Pfalz,Scorzonera humilis,"Niedrige Schwarzwurzel,Gartenschwarzwurzel",Korbblütler,1,Sonne,feucht bis frisch,normaler Boden,NA,durchlässig bis humus,NA,40,gelb,Bienenweide (3 Arten),Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Rheinland-Pfalz,Scorzonera purpurea,"Rote Schwarzwurzel,Violette Schwarzwurzel",Korbblütler,1,Sonne,feucht bis trocken,nährstoffreicher Boden,basisch / kalk,durchlässig,NA,50,pink,NA,NA,NA,NA,NA,NA,40-60 cm
Rheinland-Pfalz,Scrophularia auriculata,Wasser-Braunwurz,Braunwurzgewächse,2,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,lehmig,NA,120,braun,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Rheinland-Pfalz,Scutellaria minor,"Kleines Helmkraut,Moorschildkraut",Lippenblütler,3,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,durchlässig bis lehmig,NA,30,violett,NA,NA,NA,NA,NA,NA,0-40 cm
Rheinland-Pfalz,Sedum dasyphyllum,Buckel-Fetthenne,Dickblattgewächse,2,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,bis -34 °C (bis Klimazone 4),10,weiß,NA,NA,NA,NA,NA,ja,0-40 cm
Rheinland-Pfalz,Senecio paludosus,"Sumpf-Greiskraut,Sumpf-Kreuzkraut, Jacobaea paludosa",Korbblütler,3,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,lehmig,bis -17 °C (bis Klimazone 7),200,gelb,NA,NA,NA,NA,NA,NA,100+ cm
Rheinland-Pfalz,Senecio sarracenicus,"Fluss-Greiskraut,Fluss-Kreuzkraut",Korbblütler,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rheinland-Pfalz,Serratula tinctoria,Färber-Scharte,Korbblütler,3,Sonne bis Schatten,feucht bis frisch,normaler Boden,NA,lehmig,bis -23 °C (bis Klimazone 6),60,violett,Bienenweide,Schmetterlingsweide (4 Arten),NA,3 fressende Arten,NA,NA,40-60 cm
Rheinland-Pfalz,Seseli annuum,Steppenfenchel,Doldenblütler,3,Sonne,trocken,normaler Boden,basisch / kalk,lehmig,NA,60,weiß,NA,NA,NA,NA,NA,NA,40-60 cm
Rheinland-Pfalz,Seseli hippomarathrum,"Pferde-Sesel,Pferdedill",Doldenblütler,2,NA,frisch bis trocken,normaler Boden,basisch / kalk,normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rheinland-Pfalz,Silene otites,Ohrlöffel-Leimkraut,Nelkengewächse,3,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig bis normal,NA,60,gelb,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,40-60 cm
Rheinland-Pfalz,Sonchus palustris,Sumpf-Gänsedistel,Korbblütler,0,Sonne,feucht,nährstoffreicher Boden,NA,durchlässig bis lehmig,NA,150,gelb,NA,NA,NA,NA,NA,NA,100+ cm
Rheinland-Pfalz,Spergularia marina,Salz-Schuppenmiere,Nelkengewächse,1,Sonne,feucht bis frisch,normaler Boden,NA,normal,NA,15,rosa,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Rheinland-Pfalz,Stachys alpina,Alpen-Ziest,Lippenblütler,3,Sonne bis Halbschatten,frisch bis trocken,normaler bis nährstoffreicher Boden,basisch / kalk,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),100,violett,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,60-100 cm
Rheinland-Pfalz,Stachys germanica,Deutscher Ziest,Lippenblütler,2,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),100,rot,Bienenweide (1 Arten),NA,NA,NA,NA,NA,60-100 cm
Rheinland-Pfalz,Stipa capillata,"Haar-Pfriemengras,Büschel Haargras, Haarfedergras",Süßgräser,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -17 °C (bis Klimazone 7),60,weiß,NA,NA,NA,NA,ja,ja,40-60 cm
Rheinland-Pfalz,Stipa pennata,"Echtes Federgras,Flausch-Federgras",Süßgräser,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -17 °C (bis Klimazone 7),80,weiß,NA,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,ja,ja,60-100 cm
Rheinland-Pfalz,Stipa pulcherrima,Pracht-Federgras,Süßgräser,2,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -23 °C (bis Klimazone 6),100,NA,NA,NA,NA,NA,NA,NA,60-100 cm
Rheinland-Pfalz,Tamus communis,Gemeine Schmerwurz,Yamswurzelgewächse,G,Sonne bis Schatten,feucht bis frisch,nährstoffreicher Boden,NA,humus,NA,300,grün,NA,NA,NA,NA,NA,NA,100+ cm
Rheinland-Pfalz,Taxus baccata,"Europäische Eibe,Gemeine Eibe",Eibengewächse,3,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,normal bis lehmig,bis -23 °C (bis Klimazone 6),1000,gelb,NA,NA,Vogelnährgehölz (24 Arten),NA,NA,ja,100+ cm
Rheinland-Pfalz,Tephroseris helenitis,Spatelblättriges Aschenkraut,Korbblütler,2,Sonne,feucht bis frisch,normaler Boden,NA,durchlässig bis normal,NA,70,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Rheinland-Pfalz,Tetragonolobus maritimus,"Spargelerbse,Spargelklee",Hülsenfrüchtler,3,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,humus,NA,20,gelb,Bienenweide (1 Arten),NA,NA,NA,NA,NA,0-40 cm
Rheinland-Pfalz,Teucrium montanum,Berg-Gamander,Lippenblütler,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig,bis -23 °C (bis Klimazone 6),25,gelb,Bienenweide (3 Arten),Schmetterlingsweide (3 Arten),NA,3 fressende Arten,ja,ja,0-40 cm
Rheinland-Pfalz,Teucrium scordium,"Knoblauch-Gamander,Lauch-Gamander",Lippenblütler,2,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,durchlässig bis normal,NA,25,rosa,NA,NA,NA,NA,NA,NA,0-40 cm
Rheinland-Pfalz,Thelypteris palustris,Sumpffarn,Sumpffarngewächse,3,Sonne bis Halbschatten,feucht,normaler Boden,NA,lehmig,bis -34 °C (bis Klimazone 4),80,grün,NA,NA,NA,NA,NA,NA,60-100 cm
Rheinland-Pfalz,Thymus serpyllum,"Sand-Thymian,Feld-Thymian",Lippenblütler,2,Sonne,trocken,nährstoffarmer bis normaler Boden,NA,durchlässig bis normal,bis -28 °C (bis Klimazone 5),20,rosa,Bienenweide (4 Arten),Schmetterlingsweide (12 Arten),NA,9 fressende Arten,ja,ja,0-40 cm
Rheinland-Pfalz,Trapa natans,Wassernuss,Weiderichgewächse,2,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,humus,bis -28 °C (bis Klimazone 5),NA,NA,NA,NA,NA,NA,NA,NA,NA
Rheinland-Pfalz,Trifolium ochroleucum,Blassgelber Klee,Hülsenfrüchtler,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rheinland-Pfalz,Trifolium rubens,"Purpur-Klee,Fuchsschwanz-Klee",Hülsenfrüchtler,3,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),60,rosa,Bienenweide,NA,NA,NA,NA,NA,40-60 cm
Rheinland-Pfalz,Triglochin maritimum,"Strand-Dreizack,Salz-Dreizack, Röhrkohl",Hülsenfrüchtler,0,NA,feucht bis frisch,normaler Boden,NA,durchlässig,NA,40,grün,NA,NA,NA,NA,NA,NA,0-40 cm
Rheinland-Pfalz,Trinia glauca,"Blaugrüner Faserschirm,Scherbet, Kleiner Faserschirm",Doldenblütler,2,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,NA,50,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,40-60 cm
Rheinland-Pfalz,Trollius europaeus,Europäische Trollblume,Hahnenfußgewächse,2,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),40,gelb,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Rheinland-Pfalz,Tulipa sylvestris,"Wilde Tulpe,Weinbergstulpe, Wald-Tulpe",Liliengewächse,2,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,basisch / kalk,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),40,gelb,Bienenweide,NA,NA,NA,NA,ja,0-40 cm
Rheinland-Pfalz,Typha minima,Zwerg-Rohrkolben,Rohrkolbengewächse,0,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,basisch / kalk,lehmig,bis -23 °C (bis Klimazone 6),60,grün,NA,NA,NA,NA,NA,ja,40-60 cm
Rheinland-Pfalz,Ulmus minor,Feld-Ulme,Ulmengewächse,2,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,basisch / kalk,durchlässig bis humus,bis -28 °C (bis Klimazone 5),3000,rot,NA,Schmetterlingsweide (15 Arten),NA,15 fressende Arten,NA,NA,100+ cm
Rheinland-Pfalz,Utricularia vulgaris,Gewöhnlicher Wasserschlauch,NA,2,NA,Wasserpflanze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rheinland-Pfalz,Vaccinium uliginosum,"Rauschbeere,Moor-Heidelbeere",Heidekrautgewächse,3,Sonne bis Halbschatten,feucht bis frisch,nährstoffarmer Boden,sauer,durchlässig bis lehmig,"bis -45,5 °C (bis Klimazone 2)",90,rosa,Bienenweide (2 Arten),Schmetterlingsweide (41 Arten),NA,12 fressende Arten,NA,ja,60-100 cm
Rheinland-Pfalz,Vaccinium vitis-idaea,"Preiselbeere,Kronsbeere",Heidekrautgewächse,3,Sonne bis Halbschatten,feucht bis frisch,normaler bis nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),30,rosa,Bienenweide (10 Arten),Schmetterlingsweide (8 Arten),NA,8 fressende Arten,NA,NA,0-40 cm
Rheinland-Pfalz,Verbascum blattaria,"Motten-Königskerze,Schaben-Königskerze, Schabenkraut",Braunwurzgewächse,2,Sonne,frisch bis trocken,normaler bis nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),60,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,40-60 cm
Rheinland-Pfalz,Verbascum pulverulentum,Flockige Königskerze,Braunwurzgewächse,2,Sonne,frisch bis trocken,nährstoffarmer bis normaler Boden,NA,durchlässig bis lehmig,NA,180,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Rheinland-Pfalz,Veronica longifolia,Langblättriger Ehrenpreis,Wegerichgewächse,2,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -34 °C (bis Klimazone 4),100,blau,Bienenweide,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Rheinland-Pfalz,Veronica prostrata,Niederliegender Ehrenpreis,Wegerichgewächse,2,Sonne,trocken,normaler Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),15,blau,NA,NA,NA,NA,NA,NA,0-40 cm
Rheinland-Pfalz,Veronica spicata,"Ähriger Ehrenpreis,Pseudolysimachion spicatum",Wegerichgewächse,3,Sonne,frisch bis trocken,normaler Boden,basisch / kalk,durchlässig bis normal,bis -40 °C (bis Klimazone 3),50,blau,Bienenweide (1 Arten),Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,"ja, Kübelgröße mittel",40-60 cm
Rheinland-Pfalz,Vicia cassubica,Kassuben-Wicke,Hülsenfrüchtler,2,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),60,violett,NA,NA,NA,NA,NA,NA,40-60 cm
Rheinland-Pfalz,Vicia pisiformis,Erbsen-Wicke,Hülsenfrüchtler,3,Sonne bis Schatten,trocken,nährstoffarmer Boden,NA,durchlässig,NA,200,gelb,NA,NA,NA,NA,NA,NA,100+ cm
Rheinland-Pfalz,Viola elatior,Hohes Veilchen,Veilchengewächse,2,Halbschatten,NA,NA,NA,NA,NA,50,blau,NA,NA,NA,NA,NA,NA,40-60 cm
Rheinland-Pfalz,Viola rupestris,Sand-Veilchen,Veilchengewächse,2,Sonne bis Halbschatten,trocken,nährstoffarmer bis normaler Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),8,blau,NA,Schmetterlingsweide (3 Arten),NA,NA,NA,NA,0-40 cm
Rheinland-Pfalz,Vitis sylvestris,Wilder Wein,Weinrebengewächse,1,Sonne bis Halbschatten,feucht,normaler bis nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),4000,gelb,Bienenweide,Schmetterlingsweide,Vogelnährgehölz,NA,NA,NA,100+ cm
Saarland,Acinos arvensis,Steinquendel,Lippenblütler,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig,bis -12 °C (bis Klimazone 8),30,blau,Bienenweide (2 Arten),NA,NA,NA,NA,NA,0-40 cm
Saarland,Aconitum lycoctonum,Wolfs-Eisenhut,Hahnenfußgewächse,R,Sonne bis Schatten,frisch,nährstoffreicher Boden,NA,normal bis lehmig,NA,120,gelb,Bienenweide,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,NA,100+ cm
Saarland,Adonis aestivalis,"Sommer-Adonisröschen,Blutauge, Blutströpfchen, Sommerblutströpfchen, Feuerröschen, Kleines Teufelsauge",Hahnenfußgewächse,1,Sonne,trocken,normaler Boden,NA,durchlässig bis normal,NA,60,rot,NA,NA,NA,NA,NA,NA,40-60 cm
Saarland,Agrostemma githago,Gewöhnliche Kornrade,Nelkengewächse,0,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis normal,NA,100,rot,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,60-100 cm
Saarland,Ajuga chamaepitys,"Gelber Günsel,Acker-Günsel",Lippenblütler,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saarland,Ajuga genevensis,Genfer Günsel,Lippenblütler,V,Sonne bis Halbschatten,trocken,nährstoffreicher Boden,NA,NA,bis -28 °C (bis Klimazone 5),30,blau,Bienenweide (6 Arten),Schmetterlingsweide (2 Arten),NA,NA,NA,"ja, Kübelgröße mittel",0-40 cm
Saarland,Alchemilla vulgaris,"Gemeiner Frauenmantel,Alchemilla xanthochlora",Rosengewächse,R,Sonne bis Schatten,feucht bis frisch,nährstoffreicher Boden,NA,lehmig,bis -28 °C (bis Klimazone 5),60,gelb,Bienenweide,NA,NA,NA,NA,ja,40-60 cm
Saarland,Alisma lanceolatum,Lanzettblättriger Froschlöffel,Froschlöffelgewächse,3,Sonne,feucht,nährstoffreicher Boden,NA,NA,bis -23 °C (bis Klimazone 6),90,rosa,NA,NA,NA,NA,NA,NA,60-100 cm
Saarland,Allium schoenoprasum,Schnittlauch,Amaryllisgewächse,V,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,durchlässig,bis -28 °C (bis Klimazone 5),40,rosa,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,NA,ja,ja,0-40 cm
Saarland,Alyssum alyssoides,Kelch-Steinkraut,Kreuzblütlergewächse,1,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,NA,20,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Saarland,Anarrhinum bellidifolium,Lochschlund,Braunwurzgewächse,0,Sonne,frisch,nährstoffarmer Boden,NA,durchlässig bis normal,NA,80,blau,Bienenweide,NA,NA,NA,NA,NA,60-100 cm
Saarland,Andromeda polifolia,"Polei-Gränke,Lavendelheide, Rosmarinheide",Heidekrautgewächse,0,Sonne bis Halbschatten,frisch,normaler Boden,NA,normal bis humus,NA,40,weiß,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,ja,0-40 cm
Saarland,Anemone sylvestris,Großes Windröschen,Hahnenfußgewächse,0,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,NA,bis -34 °C (bis Klimazone 4),40,weiß,Bienenweide,NA,NA,NA,NA,NA,0-40 cm
Saarland,Antennaria dioica,Gewöhnliche Katzenpfötchen,Korbblütler,0,Sonne,trocken,nährstoffarmer Boden,sauer,durchlässig,bis -28 °C (bis Klimazone 5),15,weiß,Bienenweide,NA,NA,NA,ja,ja,0-40 cm
Saarland,Anthemis tinctoria,"Färberkamille,Färber-Hundskamille",Korbblütler,3,Sonne,trocken,normaler Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),50,gelb,Bienenweide (7 Arten),Schmetterlingsweide (4 Arten),NA,2 fressende Arten,NA,ja,40-60 cm
Saarland,Anthericum liliago,"Traubige Graslilie,Astlose Graslilie",Spargelgewächse,3,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,NA,durchlässig bis normal,bis -17 °C (bis Klimazone 7),60,weiß,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,ja,40-60 cm
Saarland,Anthericum ramosum,"Ästige Graslilie,Rispige Graslilie",Spargelgewächse,R,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,bis -17 °C (bis Klimazone 7),60,weiß,Bienenweide (2 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,ja,40-60 cm
Saarland,Anthyllis vulneraria,Gewöhnlicher Wundklee,Hülsenfrüchtler,V,Sonne,frisch bis trocken,nährstoffarmer Boden,NA,durchlässig,bis -17 °C (bis Klimazone 7),30,gelb,Bienenweide (4 Arten),Schmetterlingsweide (6 Arten),NA,2 fressende Arten,ja,"ja, Kübelgröße mittel",0-40 cm
Saarland,Apium graveolens,Sellerie,Doldenblütler,0,Sonne,frisch,nährstoffreicher Boden,NA,humus,NA,40,weiß,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Saarland,Aquilegia vulgaris,Gemeine Akelei,Hahnenfußgewächse,V,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig,bis -34 °C (bis Klimazone 4),80,blau,Bienenweide,Schmetterlingsweide (3 Arten),NA,NA,NA,"ja, Kübelgröße mittel",60-100 cm
Saarland,Arabis hirsuta,"Behaarte Gänsekresse,Rauhaarige Gänsekresse",Kreuzblütlergewächse,V,Sonne bis Halbschatten,trocken,normaler Boden,basisch / kalk,durchlässig bis normal,NA,80,weiß,NA,Schmetterlingsweide (4 Arten),NA,NA,NA,NA,60-100 cm
Saarland,Arnica montana,Echte Arnika,Korbblütler,1,Sonne,feucht bis frisch,nährstoffarmer Boden,sauer,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),50,gelb,Bienenweide,Schmetterlingsweide (5 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Saarland,Artemisia campestris,Feld-Beifuß,Korbblütler,1,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,"bis -45,5 °C (bis Klimazone 2)",100,rot,NA,Schmetterlingsweide (30 Arten),NA,25 fressende Arten,NA,NA,60-100 cm
Saarland,Aruncus dioicus,Wald-Geißbart,Rosengewächse,R,Sonne bis Schatten,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -17 °C (bis Klimazone 7),200,weiß,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,100+ cm
Saarland,Asarum europaeum,"Heimische Haselwurz,Gewöhnliche Haselwurz",Osterluzeigewächse,R,Sonne bis Schatten,frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),15,violett,NA,NA,NA,NA,NA,NA,0-40 cm
Saarland,Asperula cynanchica,Hügel-Meier,Rubiaceae,3,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig,bis -23 °C (bis Klimazone 6),30,rosa,NA,Schmetterlingsweide (3 Arten),NA,3 fressende Arten,NA,NA,0-40 cm
Saarland,Aster amellus,"Berg-Aster,Kalk-Aster",Korbblütler,2,Sonne,trocken,normaler Boden,NA,durchlässig,bis -28 °C (bis Klimazone 5),50,lila,Bienenweide (1 Arten),Schmetterlingsweide (4 Arten),NA,2 fressende Arten,NA,"ja, Kübelgröße mittel",40-60 cm
Saarland,Astragalus cicer,Kicher-Tragant,Hülsenfrüchtler,R,Sonne,frisch bis trocken,normaler Boden,NA,durchlässig bis humus,bis -34 °C (bis Klimazone 4),90,gelb,Bienenweide,Schmetterlingsweide,NA,NA,NA,NA,60-100 cm
Saarland,Berberis vulgaris,"Berberitze,Sauerdorn",Berberitzengewächse,0,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,basisch / kalk,NA,bis -34 °C (bis Klimazone 4),300,gelb,Bienenweide (3 Arten),Schmetterlingsweide (11 Arten),Vogelnährgehölz (10 Arten),10 fressende Arten,NA,NA,100+ cm
Saarland,Berula erecta,"Berle,Kleiner Merk, Schmalblättriger Merk",Doldenblütler,V,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,bis -28 °C (bis Klimazone 5),80,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Saarland,Bidens tripartita,Dreiteiliger Zweizahn,Korbblütler,V,NA,feucht bis frisch,normaler Boden,NA,durchlässig bis humus,NA,120,gelb,NA,Schmetterlingsweide (3 Arten),NA,NA,NA,NA,100+ cm
Saarland,Briza media,Gewöhnliches Zittergras,Süßgräser,V,Sonne bis Halbschatten,frisch bis trocken,nährstoffarmer Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),40,grün,NA,Schmetterlingsweide (3 Arten),NA,3 fressende Arten,ja,ja,0-40 cm
Saarland,Buglossoides purpurocaerulea,"Purpurblauer Steinsame,Purpurblaue Rindszunge",Raublattgewächse,3,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,basisch / kalk,normal bis humus,bis -23 °C (bis Klimazone 6),50,blau,Bienenweide,NA,NA,NA,NA,NA,40-60 cm
Saarland,Bupleurum rotundifolium,"Rundblättriges Hasenohr,Acker-Hasenohr, Durchwachskraut, Durchwachs-Hasenohr",Doldenblütler,0,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),50,gelb,NA,NA,NA,NA,NA,NA,40-60 cm
Saarland,Butomus umbellatus,"Schwanenblume,Wasserliesch, Blumenbinse",Schwanenblumengewächse,V,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,bis -28 °C (bis Klimazone 5),150,rosa,NA,NA,NA,NA,NA,ja,100+ cm
Saarland,Calendula arvensis,Acker-Ringelblume,Korbblütler,0,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis humus,NA,20,gelb,Bienenweide,Schmetterlingsweide (2 Arten),NA,NA,NA,"ja, Kübelgröße mittel",0-40 cm
Saarland,Calla palustris,"Sumpfkalla,Drachenwurz",Aronstabgewächse,2,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,lehmig,bis -34 °C (bis Klimazone 4),50,weiß,NA,NA,NA,NA,NA,ja,40-60 cm
Saarland,Calluna vulgaris,"Besenheide,Heidekraut",Heidekrautgewächse,V,Sonne bis Halbschatten,frisch,normaler Boden,sauer,durchlässig bis humus,bis -34 °C (bis Klimazone 4),25,rosa,Bienenweide (8 Arten),Schmetterlingsweide (82 Arten),NA,NA,NA,ja,0-40 cm
Saarland,Campanula cervicaria,Borstige Glockenblume,Glockenblumengewächse,0,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),80,blau,Bienenweide (3 Arten),Schmetterlingsweide,NA,NA,NA,NA,60-100 cm
Saarland,Campanula patula,Wiesen-Glockenblume,Glockenblumengewächse,3,Sonne,frisch,normaler bis nährstoffreicher Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),50,blau,Bienenweide (9 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Saarland,Cardamine amara,Kressen-Schaumkraut,Kreuzblütler,V,Schatten,feucht,nährstoffreicher Boden,NA,lehmig,NA,60,weiß,NA,Schmetterlingsweide (3 Arten),NA,4 fressende Arten,NA,NA,40-60 cm
